"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00046586","2.0","ERS689213","MGYS00000974","metagenomic",,"ERR833366",
"MGYA00046774","2.0","ERS689270","MGYS00000974","metagenomic",,"ERR833469",
"MGYA00046836","2.0","ERS689260","MGYS00000974","metagenomic",,"ERR833457",
"MGYA00046531","2.0","ERS689174","MGYS00000974","metagenomic",,"ERR833321",
"MGYA00046615","2.0","ERS689188","MGYS00000974","metagenomic",,"ERR833335",
"MGYA00046813","2.0","ERS689204","MGYS00000974","metagenomic",,"ERR833357",
"MGYA00046762","2.0","ERS689336","MGYS00000974","metagenomic",,"ERR833546",
"MGYA00046817","2.0","ERS689201","MGYS00000974","metagenomic",,"ERR833353",
"MGYA00046837","2.0","ERS689259","MGYS00000974","metagenomic",,"ERR833456",
"MGYA00046580","2.0","ERS689214","MGYS00000974","metagenomic",,"ERR833368",
"MGYA00046514","2.0","ERS689236","MGYS00000974","metagenomic",,"ERR833414",
"MGYA00046771","2.0","ERS689267","MGYS00000974","metagenomic",,"ERR833466",
"MGYA00046820","2.0","ERS689205","MGYS00000974","metagenomic",,"ERR833358",
"MGYA00046744","2.0","ERS689403","MGYS00000974","metagenomic",,"ERR833613",
"MGYA00046540","2.0","ERS689227","MGYS00000974","metagenomic",,"ERR833395",
"MGYA00046682","2.0","ERS689160","MGYS00000974","metagenomic",,"ERR833305",
"MGYA00046628","2.0","ERS689327","MGYS00000974","metagenomic",,"ERR833534",
"MGYA00046520","2.0","ERS689235","MGYS00000974","metagenomic",,"ERR833412",
"MGYA00046504","2.0","ERS689349","MGYS00000974","metagenomic",,"ERR833559",
"MGYA00046704","2.0","ERS689284","MGYS00000974","metagenomic",,"ERR833484",
"MGYA00046778","2.0","ERS689166","MGYS00000974","metagenomic",,"ERR833313",
"MGYA00046532","2.0","ERS689173","MGYS00000974","metagenomic",,"ERR833320",
"MGYA00046768","2.0","ERS689264","MGYS00000974","metagenomic",,"ERR833463",
"MGYA00046567","2.0","ERS689351","MGYS00000974","metagenomic",,"ERR833561",
"MGYA00046760","2.0","ERS689331","MGYS00000974","metagenomic",,"ERR833540",
"MGYA00046650","2.0","ERS689145","MGYS00000974","metagenomic",,"ERR833288",
"MGYA00046626","2.0","ERS689329","MGYS00000974","metagenomic",,"ERR833536",
"MGYA00046782","2.0","ERS689170","MGYS00000974","metagenomic",,"ERR833317",
"MGYA00046585","2.0","ERS689214","MGYS00000974","metagenomic",,"ERR833367",
"MGYA00046513","2.0","ERS689237","MGYS00000974","metagenomic",,"ERR833415",
"MGYA00046608","2.0","ERS689233","MGYS00000974","metagenomic",,"ERR833408",
"MGYA00046519","2.0","ERS689236","MGYS00000974","metagenomic",,"ERR833413",
"MGYA00046639","2.0","ERS689252","MGYS00000974","metagenomic",,"ERR833447",
"MGYA00046748","2.0","ERS689406","MGYS00000974","metagenomic",,"ERR833616",
"MGYA00046511","2.0","ERS689342","MGYS00000974","metagenomic",,"ERR833552",
"MGYA00046629","2.0","ERS689328","MGYS00000974","metagenomic",,"ERR833535",
"MGYA00046765","2.0","ERS689262","MGYS00000974","metagenomic",,"ERR833460",
"MGYA00046752","2.0","ERS689260","MGYS00000974","metagenomic",,"ERR833458",
"MGYA00046518","2.0","ERS689234","MGYS00000974","metagenomic",,"ERR833410",
"MGYA00046758","2.0","ERS689332","MGYS00000974","metagenomic",,"ERR833542",
"MGYA00046671","2.0","ERS689275","MGYS00000974","metagenomic",,"ERR833474",
"MGYA00046733","2.0","ERS689301","MGYS00000974","metagenomic",,"ERR833507",
"MGYA00046636","2.0","ERS689148","MGYS00000974","metagenomic",,"ERR833291",
"MGYA00046672","2.0","ERS689274","MGYS00000974","metagenomic",,"ERR833473",
"MGYA00046759","2.0","ERS689332","MGYS00000974","metagenomic",,"ERR833541",
"MGYA00046780","2.0","ERS689164","MGYS00000974","metagenomic",,"ERR833311",
"MGYA00046581","2.0","ERS689210","MGYS00000974","metagenomic",,"ERR833363",
"MGYA00046757","2.0","ERS689333","MGYS00000974","metagenomic",,"ERR833543",
"MGYA00046669","2.0","ERS689277","MGYS00000974","metagenomic",,"ERR833476",
"MGYA00046770","2.0","ERS689266","MGYS00000974","metagenomic",,"ERR833465",
"MGYA00046685","2.0","ERS689161","MGYS00000974","metagenomic",,"ERR833306",
"MGYA00046667","2.0","ERS689279","MGYS00000974","metagenomic",,"ERR833478",
"MGYA00046598","2.0","ERS689288","MGYS00000974","metagenomic",,"ERR833492",
"MGYA00046620","2.0","ERS689329","MGYS00000974","metagenomic",,"ERR833538",
"MGYA00046678","2.0","ERS689157","MGYS00000974","metagenomic",,"ERR833301",
