"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00046617","2.0","ERS689190","MGYS00000974","metagenomic",,"ERR833337",
"MGYA00046774","2.0","ERS689270","MGYS00000974","metagenomic",,"ERR833469",
"MGYA00046675","2.0","ERS689369","MGYS00000974","metagenomic",,"ERR833579",
"MGYA00046796","2.0","ERS689377","MGYS00000974","metagenomic",,"ERR833587",
"MGYA00046773","2.0","ERS689269","MGYS00000974","metagenomic",,"ERR833468",
"MGYA00046772","2.0","ERS689268","MGYS00000974","metagenomic",,"ERR833467",
"MGYA00046836","2.0","ERS689260","MGYS00000974","metagenomic",,"ERR833457",
"MGYA00046531","2.0","ERS689174","MGYS00000974","metagenomic",,"ERR833321",
"MGYA00046703","2.0","ERS689286","MGYS00000974","metagenomic",,"ERR833487",
"MGYA00046615","2.0","ERS689188","MGYS00000974","metagenomic",,"ERR833335",
"MGYA00046618","2.0","ERS689190","MGYS00000974","metagenomic",,"ERR833338",
"MGYA00046535","2.0","ERS689224","MGYS00000974","metagenomic",,"ERR833390",
"MGYA00046813","2.0","ERS689204","MGYS00000974","metagenomic",,"ERR833357",
"MGYA00046696","2.0","ERS689215","MGYS00000974","metagenomic",,"ERR833372",
"MGYA00046728","2.0","ERS689192","MGYS00000974","metagenomic",,"ERR833342",
"MGYA00046762","2.0","ERS689336","MGYS00000974","metagenomic",,"ERR833546",
"MGYA00046783","2.0","ERS689167","MGYS00000974","metagenomic",,"ERR833314",
"MGYA00046635","2.0","ERS689149","MGYS00000974","metagenomic",,"ERR833292",
"MGYA00046553","2.0","ERS689388","MGYS00000974","metagenomic",,"ERR833598",
"MGYA00046614","2.0","ERS689187","MGYS00000974","metagenomic",,"ERR833334",
"MGYA00046817","2.0","ERS689201","MGYS00000974","metagenomic",,"ERR833353",
"MGYA00046699","2.0","ERS689378","MGYS00000974","metagenomic",,"ERR833588",
"MGYA00046837","2.0","ERS689259","MGYS00000974","metagenomic",,"ERR833456",
"MGYA00046708","2.0","ERS689280","MGYS00000974","metagenomic",,"ERR833480",
"MGYA00046580","2.0","ERS689214","MGYS00000974","metagenomic",,"ERR833368",
"MGYA00046569","2.0","ERS689353","MGYS00000974","metagenomic",,"ERR833563",
"MGYA00046510","2.0","ERS689341","MGYS00000974","metagenomic",,"ERR833551",
"MGYA00046562","2.0","ERS689387","MGYS00000974","metagenomic",,"ERR833597",
"MGYA00046599","2.0","ERS689151","MGYS00000974","metagenomic",,"ERR833294",
"MGYA00046502","2.0","ERS689399","MGYS00000974","metagenomic",,"ERR833609",
"MGYA00046512","2.0","ERS689343","MGYS00000974","metagenomic",,"ERR833553",
"MGYA00046496","2.0","ERS689397","MGYS00000974","metagenomic",,"ERR833607",
"MGYA00046514","2.0","ERS689236","MGYS00000974","metagenomic",,"ERR833414",
"MGYA00046771","2.0","ERS689267","MGYS00000974","metagenomic",,"ERR833466",
"MGYA00046594","2.0","ERS689292","MGYS00000974","metagenomic",,"ERR833496",
"MGYA00046577","2.0","ERS689251","MGYS00000974","metagenomic",,"ERR833444",
"MGYA00046835","2.0","ERS689258","MGYS00000974","metagenomic",,"ERR833454",
"MGYA00046820","2.0","ERS689205","MGYS00000974","metagenomic",,"ERR833358",
"MGYA00046640","2.0","ERS689156","MGYS00000974","metagenomic",,"ERR833299",
"MGYA00046522","2.0","ERS689238","MGYS00000974","metagenomic",,"ERR833418",
"MGYA00046662","2.0","ERS689364","MGYS00000974","metagenomic",,"ERR833574",
"MGYA00046579","2.0","ERS689215","MGYS00000974","metagenomic",,"ERR833369",
"MGYA00046807","2.0","ERS689243","MGYS00000974","metagenomic",,"ERR833427",
"MGYA00046619","2.0","ERS689190","MGYS00000974","metagenomic",,"ERR833339",
"MGYA00046590","2.0","ERS689294","MGYS00000974","metagenomic",,"ERR833498",
"MGYA00046541","2.0","ERS689314","MGYS00000974","metagenomic",,"ERR833521",
"MGYA00046677","2.0","ERS689162","MGYS00000974","metagenomic",,"ERR833308",
"MGYA00046591","2.0","ERS689291","MGYS00000974","metagenomic",,"ERR833495",
"MGYA00046709","2.0","ERS689281","MGYS00000974","metagenomic",,"ERR833481",
"MGYA00046800","2.0","ERS689243","MGYS00000974","metagenomic",,"ERR833428",
"MGYA00046705","2.0","ERS689285","MGYS00000974","metagenomic",,"ERR833485",
"MGYA00046744","2.0","ERS689403","MGYS00000974","metagenomic",,"ERR833613",
"MGYA00046691","2.0","ERS689216","MGYS00000974","metagenomic",,"ERR833375",
"MGYA00046564","2.0","ERS689354","MGYS00000974","metagenomic",,"ERR833564",
"MGYA00046747","2.0","ERS689400","MGYS00000974","metagenomic",,"ERR833610",
"MGYA00046692","2.0","ERS689217","MGYS00000974","metagenomic",,"ERR833376",
"MGYA00046540","2.0","ERS689227","MGYS00000974","metagenomic",,"ERR833395",
"MGYA00046832","2.0","ERS689257","MGYS00000974","metagenomic",,"ERR833453",
"MGYA00046673","2.0","ERS689273","MGYS00000974","metagenomic",,"ERR833472",
"MGYA00046682","2.0","ERS689160","MGYS00000974","metagenomic",,"ERR833305",
"MGYA00046641","2.0","ERS689155","MGYS00000974","metagenomic",,"ERR833298",
"MGYA00046694","2.0","ERS689215","MGYS00000974","metagenomic",,"ERR833370",
"MGYA00046628","2.0","ERS689327","MGYS00000974","metagenomic",,"ERR833534",
"MGYA00046680","2.0","ERS689159","MGYS00000974","metagenomic",,"ERR833303",
"MGYA00046727","2.0","ERS689193","MGYS00000974","metagenomic",,"ERR833343",
"MGYA00046657","2.0","ERS689142","MGYS00000974","metagenomic",,"ERR833285",
"MGYA00046801","2.0","ERS689243","MGYS00000974","metagenomic",,"ERR833429",
"MGYA00046723","2.0","ERS689197","MGYS00000974","metagenomic",,"ERR833347",
"MGYA00046776","2.0","ERS689172","MGYS00000974","metagenomic",,"ERR833319",
"MGYA00046520","2.0","ERS689235","MGYS00000974","metagenomic",,"ERR833412",
"MGYA00046563","2.0","ERS689355","MGYS00000974","metagenomic",,"ERR833565",
"MGYA00046648","2.0","ERS689137","MGYS00000974","metagenomic",,"ERR833279",
"MGYA00046504","2.0","ERS689349","MGYS00000974","metagenomic",,"ERR833559",
"MGYA00046730","2.0","ERS689198","MGYS00000974","metagenomic",,"ERR833348",
"MGYA00046595","2.0","ERS689287","MGYS00000974","metagenomic",,"ERR833491",
"MGYA00046549","2.0","ERS689360","MGYS00000974","metagenomic",,"ERR833570",
"MGYA00046704","2.0","ERS689284","MGYS00000974","metagenomic",,"ERR833484",
"MGYA00046778","2.0","ERS689166","MGYS00000974","metagenomic",,"ERR833313",
"MGYA00046558","2.0","ERS689383","MGYS00000974","metagenomic",,"ERR833593",
"MGYA00046532","2.0","ERS689173","MGYS00000974","metagenomic",,"ERR833320",
"MGYA00046559","2.0","ERS689384","MGYS00000974","metagenomic",,"ERR833594",
"MGYA00046763","2.0","ERS689335","MGYS00000974","metagenomic",,"ERR833545",
"MGYA00046653","2.0","ERS689139","MGYS00000974","metagenomic",,"ERR833281",
"MGYA00046790","2.0","ERS689219","MGYS00000974","metagenomic",,"ERR833384",
"MGYA00046768","2.0","ERS689264","MGYS00000974","metagenomic",,"ERR833463",
"MGYA00046544","2.0","ERS689315","MGYS00000974","metagenomic",,"ERR833522",
"MGYA00046829","2.0","ERS689310","MGYS00000974","metagenomic",,"ERR833517",
"MGYA00046818","2.0","ERS689200","MGYS00000974","metagenomic",,"ERR833350",
"MGYA00046600","2.0","ERS689232","MGYS00000974","metagenomic",,"ERR833406",
"MGYA00046500","2.0","ERS689393","MGYS00000974","metagenomic",,"ERR833603",
"MGYA00046798","2.0","ERS689375","MGYS00000974","metagenomic",,"ERR833585",
"MGYA00046567","2.0","ERS689351","MGYS00000974","metagenomic",,"ERR833561",
"MGYA00046760","2.0","ERS689331","MGYS00000974","metagenomic",,"ERR833540",
"MGYA00046650","2.0","ERS689145","MGYS00000974","metagenomic",,"ERR833288",
"MGYA00046550","2.0","ERS689361","MGYS00000974","metagenomic",,"ERR833571",
"MGYA00046542","2.0","ERS689313","MGYS00000974","metagenomic",,"ERR833520",
"MGYA00046576","2.0","ERS689358","MGYS00000974","metagenomic",,"ERR833568",
"MGYA00046616","2.0","ERS689189","MGYS00000974","metagenomic",,"ERR833336",
"MGYA00046754","2.0","ERS689312","MGYS00000974","metagenomic",,"ERR833519",
"MGYA00046493","2.0","ERS689394","MGYS00000974","metagenomic",,"ERR833604",
"MGYA00046690","2.0","ERS689215","MGYS00000974","metagenomic",,"ERR833374",
"MGYA00046626","2.0","ERS689329","MGYS00000974","metagenomic",,"ERR833536",
"MGYA00046718","2.0","ERS689247","MGYS00000974","metagenomic",,"ERR833436",
"MGYA00046782","2.0","ERS689170","MGYS00000974","metagenomic",,"ERR833317",
"MGYA00046585","2.0","ERS689214","MGYS00000974","metagenomic",,"ERR833367",
"MGYA00046806","2.0","ERS689243","MGYS00000974","metagenomic",,"ERR833426",
"MGYA00046738","2.0","ERS689296","MGYS00000974","metagenomic",,"ERR833502",
"MGYA00046513","2.0","ERS689237","MGYS00000974","metagenomic",,"ERR833415",
"MGYA00046524","2.0","ERS689181","MGYS00000974","metagenomic",,"ERR833328",
"MGYA00046668","2.0","ERS689278","MGYS00000974","metagenomic",,"ERR833477",
"MGYA00046608","2.0","ERS689233","MGYS00000974","metagenomic",,"ERR833408",
"MGYA00046519","2.0","ERS689236","MGYS00000974","metagenomic",,"ERR833413",
"MGYA00046639","2.0","ERS689252","MGYS00000974","metagenomic",,"ERR833447",
"MGYA00046508","2.0","ERS689347","MGYS00000974","metagenomic",,"ERR833557",
"MGYA00046689","2.0","ERS689217","MGYS00000974","metagenomic",,"ERR833379",
"MGYA00046503","2.0","ERS689348","MGYS00000974","metagenomic",,"ERR833558",
"MGYA00046781","2.0","ERS689169","MGYS00000974","metagenomic",,"ERR833316",
"MGYA00046652","2.0","ERS689138","MGYS00000974","metagenomic",,"ERR833280",
"MGYA00046605","2.0","ERS689230","MGYS00000974","metagenomic",,"ERR833403",
"MGYA00046604","2.0","ERS689229","MGYS00000974","metagenomic",,"ERR833402",
"MGYA00046587","2.0","ERS689212","MGYS00000974","metagenomic",,"ERR833365",
"MGYA00046748","2.0","ERS689406","MGYS00000974","metagenomic",,"ERR833616",
"MGYA00046761","2.0","ERS689337","MGYS00000974","metagenomic",,"ERR833547",
"MGYA00046506","2.0","ERS689345","MGYS00000974","metagenomic",,"ERR833555",
"MGYA00046810","2.0","ERS689241","MGYS00000974","metagenomic",,"ERR833422",
"MGYA00046789","2.0","ERS689220","MGYS00000974","metagenomic",,"ERR833385",
"MGYA00046719","2.0","ERS689246","MGYS00000974","metagenomic",,"ERR833435",
"MGYA00046737","2.0","ERS689297","MGYS00000974","metagenomic",,"ERR833503",
"MGYA00046575","2.0","ERS689359","MGYS00000974","metagenomic",,"ERR833569",
"MGYA00046753","2.0","ERS689255","MGYS00000974","metagenomic",,"ERR833451",
"MGYA00046717","2.0","ERS689247","MGYS00000974","metagenomic",,"ERR833437",
"MGYA00046527","2.0","ERS689178","MGYS00000974","metagenomic",,"ERR833325",
"MGYA00046715","2.0","ERS689243","MGYS00000974","metagenomic",,"ERR833431",
"MGYA00046584","2.0","ERS689207","MGYS00000974","metagenomic",,"ERR833360",
"MGYA00046539","2.0","ERS689226","MGYS00000974","metagenomic",,"ERR833394",
"MGYA00046834","2.0","ERS689258","MGYS00000974","metagenomic",,"ERR833455",
"MGYA00046812","2.0","ERS689203","MGYS00000974","metagenomic",,"ERR833356",
"MGYA00046495","2.0","ERS689396","MGYS00000974","metagenomic",,"ERR833606",
"MGYA00046596","2.0","ERS689287","MGYS00000974","metagenomic",,"ERR833490",
"MGYA00046785","2.0","ERS689218","MGYS00000974","metagenomic",,"ERR833381",
"MGYA00046686","2.0","ERS689373","MGYS00000974","metagenomic",,"ERR833583",
"MGYA00046511","2.0","ERS689342","MGYS00000974","metagenomic",,"ERR833552",
"MGYA00046629","2.0","ERS689328","MGYS00000974","metagenomic",,"ERR833535",
"MGYA00046831","2.0","ERS689255","MGYS00000974","metagenomic",,"ERR833450",
"MGYA00046765","2.0","ERS689262","MGYS00000974","metagenomic",,"ERR833460",
"MGYA00046740","2.0","ERS689296","MGYS00000974","metagenomic",,"ERR833500",
"MGYA00046752","2.0","ERS689260","MGYS00000974","metagenomic",,"ERR833458",
"MGYA00046821","2.0","ERS689206","MGYS00000974","metagenomic",,"ERR833359",
"MGYA00046518","2.0","ERS689234","MGYS00000974","metagenomic",,"ERR833410",
"MGYA00046534","2.0","ERS689321","MGYS00000974","metagenomic",,"ERR833528",
"MGYA00046499","2.0","ERS689392","MGYS00000974","metagenomic",,"ERR833602",
"MGYA00046664","2.0","ERS689362","MGYS00000974","metagenomic",,"ERR833572",
"MGYA00046722","2.0","ERS689194","MGYS00000974","metagenomic",,"ERR833344",
"MGYA00046736","2.0","ERS689298","MGYS00000974","metagenomic",,"ERR833504",
"MGYA00046751","2.0","ERS689261","MGYS00000974","metagenomic",,"ERR833459",
"MGYA00046665","2.0","ERS689363","MGYS00000974","metagenomic",,"ERR833573",
"MGYA00046621","2.0","ERS689330","MGYS00000974","metagenomic",,"ERR833539",
"MGYA00046758","2.0","ERS689332","MGYS00000974","metagenomic",,"ERR833542",
"MGYA00046775","2.0","ERS689171","MGYS00000974","metagenomic",,"ERR833318",
"MGYA00046671","2.0","ERS689275","MGYS00000974","metagenomic",,"ERR833474",
"MGYA00046733","2.0","ERS689301","MGYS00000974","metagenomic",,"ERR833507",
"MGYA00046666","2.0","ERS689280","MGYS00000974","metagenomic",,"ERR833479",
"MGYA00046701","2.0","ERS689287","MGYS00000974","metagenomic",,"ERR833489",
"MGYA00046561","2.0","ERS689386","MGYS00000974","metagenomic",,"ERR833596",
"MGYA00046724","2.0","ERS689196","MGYS00000974","metagenomic",,"ERR833346",
"MGYA00046779","2.0","ERS689163","MGYS00000974","metagenomic",,"ERR833310",
"MGYA00046676","2.0","ERS689163","MGYS00000974","metagenomic",,"ERR833309",
"MGYA00046636","2.0","ERS689148","MGYS00000974","metagenomic",,"ERR833291",
"MGYA00046505","2.0","ERS689344","MGYS00000974","metagenomic",,"ERR833554",
"MGYA00046702","2.0","ERS689286","MGYS00000974","metagenomic",,"ERR833486",
"MGYA00046672","2.0","ERS689274","MGYS00000974","metagenomic",,"ERR833473",
"MGYA00046759","2.0","ERS689332","MGYS00000974","metagenomic",,"ERR833541",
"MGYA00046589","2.0","ERS689295","MGYS00000974","metagenomic",,"ERR833499",
"MGYA00046825","2.0","ERS689306","MGYS00000974","metagenomic",,"ERR833513",
"MGYA00046741","2.0","ERS689225","MGYS00000974","metagenomic",,"ERR833392",
"MGYA00046546","2.0","ERS689317","MGYS00000974","metagenomic",,"ERR833524",
"MGYA00046501","2.0","ERS689398","MGYS00000974","metagenomic",,"ERR833608",
"MGYA00046523","2.0","ERS689182","MGYS00000974","metagenomic",,"ERR833329",
"MGYA00046824","2.0","ERS689305","MGYS00000974","metagenomic",,"ERR833512",
"MGYA00046805","2.0","ERS689242","MGYS00000974","metagenomic",,"ERR833425",
"MGYA00046554","2.0","ERS689389","MGYS00000974","metagenomic",,"ERR833599",
"MGYA00046780","2.0","ERS689164","MGYS00000974","metagenomic",,"ERR833311",
"MGYA00046581","2.0","ERS689210","MGYS00000974","metagenomic",,"ERR833363",
"MGYA00046649","2.0","ERS689136","MGYS00000974","metagenomic",,"ERR833278",
"MGYA00046743","2.0","ERS689228","MGYS00000974","metagenomic",,"ERR833398",
"MGYA00046516","2.0","ERS689238","MGYS00000974","metagenomic",,"ERR833416",
"MGYA00046515","2.0","ERS689238","MGYS00000974","metagenomic",,"ERR833417",
"MGYA00046602","2.0","ERS689231","MGYS00000974","metagenomic",,"ERR833404",
"MGYA00046720","2.0","ERS689246","MGYS00000974","metagenomic",,"ERR833434",
"MGYA00046757","2.0","ERS689333","MGYS00000974","metagenomic",,"ERR833543",
"MGYA00046695","2.0","ERS689215","MGYS00000974","metagenomic",,"ERR833371",
"MGYA00046659","2.0","ERS689144","MGYS00000974","metagenomic",,"ERR833287",
"MGYA00046669","2.0","ERS689277","MGYS00000974","metagenomic",,"ERR833476",
"MGYA00046688","2.0","ERS689217","MGYS00000974","metagenomic",,"ERR833378",
"MGYA00046745","2.0","ERS689402","MGYS00000974","metagenomic",,"ERR833612",
"MGYA00046802","2.0","ERS689371","MGYS00000974","metagenomic",,"ERR833581",
"MGYA00046770","2.0","ERS689266","MGYS00000974","metagenomic",,"ERR833465",
"MGYA00046681","2.0","ERS689158","MGYS00000974","metagenomic",,"ERR833302",
"MGYA00046655","2.0","ERS689141","MGYS00000974","metagenomic",,"ERR833283",
"MGYA00046545","2.0","ERS689318","MGYS00000974","metagenomic",,"ERR833525",
"MGYA00046685","2.0","ERS689161","MGYS00000974","metagenomic",,"ERR833306",
"MGYA00046654","2.0","ERS689140","MGYS00000974","metagenomic",,"ERR833282",
"MGYA00046787","2.0","ERS689218","MGYS00000974","metagenomic",,"ERR833383",
"MGYA00046607","2.0","ERS689228","MGYS00000974","metagenomic",,"ERR833401",
"MGYA00046658","2.0","ERS689143","MGYS00000974","metagenomic",,"ERR833286",
"MGYA00046804","2.0","ERS689242","MGYS00000974","metagenomic",,"ERR833424",
"MGYA00046713","2.0","ERS689245","MGYS00000974","metagenomic",,"ERR833433",
"MGYA00046538","2.0","ERS689228","MGYS00000974","metagenomic",,"ERR833397",
"MGYA00046742","2.0","ERS689225","MGYS00000974","metagenomic",,"ERR833393",
"MGYA00046667","2.0","ERS689279","MGYS00000974","metagenomic",,"ERR833478",
"MGYA00046788","2.0","ERS689218","MGYS00000974","metagenomic",,"ERR833382",
"MGYA00046598","2.0","ERS689288","MGYS00000974","metagenomic",,"ERR833492",
"MGYA00046620","2.0","ERS689329","MGYS00000974","metagenomic",,"ERR833538",
"MGYA00046613","2.0","ERS689186","MGYS00000974","metagenomic",,"ERR833333",
