"Analysis","Pipeline version","Sample","MGnify ID","Experiment type","Assembly","ENA run","ENA WGS sequence set"
"MGYA00028436","2.0","ERS1065433","MGYS00000615","metagenomic",,"ERR1278171",
"MGYA00005284","2.0","ERS488714","MGYS00000410","metagenomic",,"ERR598966",
"MGYA00011883","2.0","ERS905313","MGYS00000554","metagenomic",,"ERR1056334",
"MGYA00034851","2.0","ERS819326","MGYS00000641","metagenomic",,"ERR986637",
"MGYA00004698","2.0","ERS667596","MGYS00000462","metagenomic",,"ERR770983",
"MGYA00004778","2.0","ERS667492","MGYS00000462","metagenomic",,"ERR771044",
"MGYA00046727","2.0","ERS689193","MGYS00000974","metagenomic",,"ERR833343",
"MGYA00005234","2.0","ERS492778","MGYS00000410","metagenomic",,"ERR599117",
"MGYA00005182","2.0","ERS493636","MGYS00000410","metagenomic",,"ERR598989",
"MGYA00046657","2.0","ERS689142","MGYS00000974","metagenomic",,"ERR833285",
"MGYA00034852","2.0","ERS819323","MGYS00000641","metagenomic",,"ERR986634",
"MGYA00028443","2.0","ERS1065436","MGYS00000615","metagenomic",,"ERR1278174",
"MGYA00012628","2.0","ERS1003597","MGYS00000588","metagenomic",,"ERR1163111",
"MGYA00046801","2.0","ERS689243","MGYS00000974","metagenomic",,"ERR833429",
"MGYA00046723","2.0","ERS689197","MGYS00000974","metagenomic",,"ERR833347",
"MGYA00034835","2.0","ERS819285","MGYS00000641","metagenomic",,"ERR986596",
"MGYA00046776","2.0","ERS689172","MGYS00000974","metagenomic",,"ERR833319",
"MGYA00004724","2.0","ERS667563","MGYS00000462","metagenomic",,"ERR771102",
"MGYA00005250","2.0","ERS491001","MGYS00000410","metagenomic",,"ERR599059",
"MGYA00005079","2.0","ERS491110","MGYS00000410","metagenomic",,"ERR599008",
"MGYA00046520","2.0","ERS689235","MGYS00000974","metagenomic",,"ERR833412",
"MGYA00012627","2.0","ERS1003597","MGYS00000588","metagenomic",,"ERR1163110",
"MGYA00046563","2.0","ERS689355","MGYS00000974","metagenomic",,"ERR833565",
"MGYA00046648","2.0","ERS689137","MGYS00000974","metagenomic",,"ERR833279",
"MGYA00004780","2.0","ERS667490","MGYS00000462","metagenomic",,"ERR771041",
"MGYA00046504","2.0","ERS689349","MGYS00000974","metagenomic",,"ERR833559",
"MGYA00011113","2.0","ERS399634","MGYS00000360","metagenomic",,"ERR420354",
"MGYA00012643","2.0","ERS1003593","MGYS00000588","metagenomic",,"ERR1163073",
"MGYA00050341","2.0","ERS1173812","MGYS00000990","metagenomic",,"ERR1419300",
"MGYA00012580","2.0","ERS1003595","MGYS00000588","metagenomic",,"ERR1163085",
"MGYA00046730","2.0","ERS689198","MGYS00000974","metagenomic",,"ERR833348",
"MGYA00004706","2.0","ERS667586","MGYS00000462","metagenomic",,"ERR770974",
"MGYA00005285","2.0","ERS492357","MGYS00000410","metagenomic",,"ERR598961",
"MGYA00005199","2.0","ERS490085","MGYS00000410","metagenomic",,"ERR598990",
"MGYA00046595","2.0","ERS689287","MGYS00000974","metagenomic",,"ERR833491",
"MGYA00005163","2.0","ERS491804","MGYS00000410","metagenomic",,"ERR599024",
"MGYA00010431","2.0","SRS190979","MGYS00000296","metagenomic",,"SRR192661",
"MGYA00005207","2.0","ERS490542","MGYS00000410","metagenomic",,"ERR599126",
"MGYA00046549","2.0","ERS689360","MGYS00000974","metagenomic",,"ERR833570",
"MGYA00004712","2.0","ERS667577","MGYS00000462","metagenomic",,"ERR770967",
"MGYA00046704","2.0","ERS689284","MGYS00000974","metagenomic",,"ERR833484",
"MGYA00004701","2.0","ERS667593","MGYS00000462","metagenomic",,"ERR770979",
"MGYA00004781","2.0","ERS667489","MGYS00000462","metagenomic",,"ERR771040",
"MGYA00012626","2.0","ERS1003597","MGYS00000588","metagenomic",,"ERR1163113",
"MGYA00046778","2.0","ERS689166","MGYS00000974","metagenomic",,"ERR833313",
"MGYA00046558","2.0","ERS689383","MGYS00000974","metagenomic",,"ERR833593",
"MGYA00034815","2.0","ERS819297","MGYS00000641","metagenomic",,"ERR986608",
"MGYA00046532","2.0","ERS689173","MGYS00000974","metagenomic",,"ERR833320",
"MGYA00005246","2.0","ERS489236","MGYS00000410","metagenomic",,"ERR599054",
"MGYA00046559","2.0","ERS689384","MGYS00000974","metagenomic",,"ERR833594",
"MGYA00005286","2.0","ERS490065","MGYS00000410","metagenomic",,"ERR598960",
"MGYA00005162","2.0","ERS490002","MGYS00000410","metagenomic",,"ERR599025",
"MGYA00046763","2.0","ERS689335","MGYS00000974","metagenomic",,"ERR833545",
"MGYA00005114","2.0","ERS490659","MGYS00000410","metagenomic",,"ERR599022",
"MGYA00034822","2.0","ERS819291","MGYS00000641","metagenomic",,"ERR986602",
"MGYA00005262","2.0","ERS490691","MGYS00000410","metagenomic",,"ERR599101",
"MGYA00046653","2.0","ERS689139","MGYS00000974","metagenomic",,"ERR833281",
"MGYA00046790","2.0","ERS689219","MGYS00000974","metagenomic",,"ERR833384",
"MGYA00005217","2.0","ERS488486","MGYS00000410","metagenomic",,"ERR599043",
"MGYA00005141","2.0","ERS489846","MGYS00000410","metagenomic",,"ERR599026",
"MGYA00012620","2.0","ERS1003599","MGYS00000588","metagenomic",,"ERR1163130",
"MGYA00005259","2.0","ERS488545","MGYS00000410","metagenomic",,"ERR599106",
"MGYA00004665","2.0","ERS667644","MGYS00000462","metagenomic",,"ERR771021",
"MGYA00010582","2.0","ERS612888","MGYS00000447","metagenomic",,"ERR688355",
"MGYA00005150","2.0","ERS494374","MGYS00000410","metagenomic",,"ERR598958",
"MGYA00034811","2.0","ERS819317","MGYS00000641","metagenomic",,"ERR986628",
"MGYA00004755","2.0","ERS667522","MGYS00000462","metagenomic",,"ERR771069",
"MGYA00050342","2.0","ERS1173815","MGYS00000990","metagenomic",,"ERR1419303",
"MGYA00046768","2.0","ERS689264","MGYS00000974","metagenomic",,"ERR833463",
"MGYA00004656","2.0","ERS667653","MGYS00000462","metagenomic",,"ERR771062",
"MGYA00004718","2.0","ERS667571","MGYS00000462","metagenomic",,"ERR770961",
"MGYA00046544","2.0","ERS689315","MGYS00000974","metagenomic",,"ERR833522",
"MGYA00028442","2.0","ERS1065437","MGYS00000615","metagenomic",,"ERR1278175",
"MGYA00012582","2.0","ERS1003595","MGYS00000588","metagenomic",,"ERR1163087",
"MGYA00046829","2.0","ERS689310","MGYS00000974","metagenomic",,"ERR833517",
"MGYA00005281","2.0","ERS491463","MGYS00000410","metagenomic",,"ERR598965",
"MGYA00046818","2.0","ERS689200","MGYS00000974","metagenomic",,"ERR833350",
"MGYA00034820","2.0","ERS819339","MGYS00000641","metagenomic",,"ERR986650",
"MGYA00046600","2.0","ERS689232","MGYS00000974","metagenomic",,"ERR833406",
"MGYA00005067","2.0","ERS488747","MGYS00000410","metagenomic",,"ERR598974",
"MGYA00046500","2.0","ERS689393","MGYS00000974","metagenomic",,"ERR833603",
"MGYA00010417","2.0","SRS190976","MGYS00000296","metagenomic",,"SRR192557",
"MGYA00005161","2.0","ERS477998","MGYS00000410","metagenomic",,"ERR164408",
"MGYA00004768","2.0","ERS667503","MGYS00000462","metagenomic",,"ERR771054",
"MGYA00046798","2.0","ERS689375","MGYS00000974","metagenomic",,"ERR833585",
"MGYA00005174","2.0","ERS490230","MGYS00000410","metagenomic",,"ERR598947",
"MGYA00005119","2.0","ERS492699","MGYS00000410","metagenomic",,"ERR598948",
"MGYA00005105","2.0","ERS492381","MGYS00000410","metagenomic",,"ERR599086",
"MGYA00004670","2.0","ERS667638","MGYS00000462","metagenomic",,"ERR771015",
"MGYA00046567","2.0","ERS689351","MGYS00000974","metagenomic",,"ERR833561",
"MGYA00046760","2.0","ERS689331","MGYS00000974","metagenomic",,"ERR833540",
"MGYA00005068","2.0","ERS492680","MGYS00000410","metagenomic",,"ERR599033",
"MGYA00046650","2.0","ERS689145","MGYS00000974","metagenomic",,"ERR833288",
"MGYA00046550","2.0","ERS689361","MGYS00000974","metagenomic",,"ERR833571",
"MGYA00011885","2.0","ERS905314","MGYS00000554","metagenomic",,"ERR1056336",
"MGYA00012615","2.0","ERS1003595","MGYS00000588","metagenomic",,"ERR1163094",
"MGYA00046542","2.0","ERS689313","MGYS00000974","metagenomic",,"ERR833520",
"MGYA00046576","2.0","ERS689358","MGYS00000974","metagenomic",,"ERR833568",
"MGYA00005123","2.0","ERS490296","MGYS00000410","metagenomic",,"ERR599017",
"MGYA00046616","2.0","ERS689189","MGYS00000974","metagenomic",,"ERR833336",
"MGYA00005091","2.0","ERS492733","MGYS00000410","metagenomic",,"ERR599160",
"MGYA00046754","2.0","ERS689312","MGYS00000974","metagenomic",,"ERR833519",
"MGYA00012619","2.0","ERS1003595","MGYS00000588","metagenomic",,"ERR1163090",
"MGYA00046493","2.0","ERS689394","MGYS00000974","metagenomic",,"ERR833604",
"MGYA00005197","2.0","ERS478040","MGYS00000410","metagenomic",,"ERR318618",
"MGYA00046690","2.0","ERS689215","MGYS00000974","metagenomic",,"ERR833374",
"MGYA00046626","2.0","ERS689329","MGYS00000974","metagenomic",,"ERR833536",
"MGYA00050328","2.0","ERS1173814","MGYS00000990","metagenomic",,"ERR1419302",
"MGYA00046718","2.0","ERS689247","MGYS00000974","metagenomic",,"ERR833436",
"MGYA00004785","2.0","ERS667485","MGYS00000462","metagenomic",,"ERR771036",
"MGYA00005213","2.0","ERS491699","MGYS00000410","metagenomic",,"ERR599120",
"MGYA00046782","2.0","ERS689170","MGYS00000974","metagenomic",,"ERR833317",
"MGYA00034803","2.0","ERS819296","MGYS00000641","metagenomic",,"ERR986607",
"MGYA00046585","2.0","ERS689214","MGYS00000974","metagenomic",,"ERR833367",
"MGYA00005109","2.0","ERS478017","MGYS00000410","metagenomic",,"ERR315862",
"MGYA00004699","2.0","ERS667595","MGYS00000462","metagenomic",,"ERR770982",
"MGYA00011864","2.0","ERS905307","MGYS00000554","metagenomic",,"ERR1056322",
"MGYA00005238","2.0","ERS492888","MGYS00000410","metagenomic",,"ERR599119",
"MGYA00005084","2.0","ERS490659","MGYS00000410","metagenomic",,"ERR599006",
"MGYA00005134","2.0","ERS488509","MGYS00000410","metagenomic",,"ERR599153",
"MGYA00034868","2.0","ERS819273","MGYS00000641","metagenomic",,"ERR986582",
"MGYA00004661","2.0","ERS667648","MGYS00000462","metagenomic",,"ERR771025",
"MGYA00005276","2.0","ERS478040","MGYS00000410","metagenomic",,"ERR318621",
"MGYA00011861","2.0","ERS905305","MGYS00000554","metagenomic",,"ERR1056318",
"MGYA00004721","2.0","ERS667567","MGYS00000462","metagenomic",,"ERR770958",
"MGYA00046806","2.0","ERS689243","MGYS00000974","metagenomic",,"ERR833426",
"MGYA00005051","2.0","ERS493705","MGYS00000410","metagenomic",,"ERR599076",
"MGYA00005044","2.0","ERS491740","MGYS00000410","metagenomic",,"ERR599079",
"MGYA00034813","2.0","ERS819294","MGYS00000641","metagenomic",,"ERR986605",
"MGYA00005052","2.0","ERS492321","MGYS00000410","metagenomic",,"ERR599077",
"MGYA00034817","2.0","ERS819311","MGYS00000641","metagenomic",,"ERR986622",
"MGYA00050329","2.0","ERS1173811","MGYS00000990","metagenomic",,"ERR1419299",
"MGYA00005229","2.0","ERS489712","MGYS00000410","metagenomic",,"ERR599057",
"MGYA00046738","2.0","ERS689296","MGYS00000974","metagenomic",,"ERR833502",
"MGYA00034865","2.0","ERS819278","MGYS00000641","metagenomic",,"ERR986587",
"MGYA00046513","2.0","ERS689237","MGYS00000974","metagenomic",,"ERR833415",
"MGYA00046524","2.0","ERS689181","MGYS00000974","metagenomic",,"ERR833328",
"MGYA00046668","2.0","ERS689278","MGYS00000974","metagenomic",,"ERR833477",
"MGYA00046608","2.0","ERS689233","MGYS00000974","metagenomic",,"ERR833408",
"MGYA00034814","2.0","ERS819298","MGYS00000641","metagenomic",,"ERR986609",
"MGYA00005064","2.0","ERS490029","MGYS00000410","metagenomic",,"ERR598979",
"MGYA00011882","2.0","ERS905313","MGYS00000554","metagenomic",,"ERR1056335",
"MGYA00046519","2.0","ERS689236","MGYS00000974","metagenomic",,"ERR833413",
"MGYA00034832","2.0","ERS819281","MGYS00000641","metagenomic",,"ERR986591",
"MGYA00004766","2.0","ERS667507","MGYS00000462","metagenomic",,"ERR771056",
"MGYA00004726","2.0","ERS667561","MGYS00000462","metagenomic",,"ERR771100",
"MGYA00046639","2.0","ERS689252","MGYS00000974","metagenomic",,"ERR833447",
"MGYA00005118","2.0","ERS490597","MGYS00000410","metagenomic",,"ERR599148",
"MGYA00034806","2.0","ERS819314","MGYS00000641","metagenomic",,"ERR986625",
"MGYA00028451","2.0","ERS1065429","MGYS00000615","metagenomic",,"ERR1278167",
"MGYA00004660","2.0","ERS667649","MGYS00000462","metagenomic",,"ERR771027",
"MGYA00012583","2.0","ERS1003595","MGYS00000588","metagenomic",,"ERR1163088",
"MGYA00034812","2.0","ERS819295","MGYS00000641","metagenomic",,"ERR986606",
"MGYA00046508","2.0","ERS689347","MGYS00000974","metagenomic",,"ERR833557",
"MGYA00004716","2.0","ERS667573","MGYS00000462","metagenomic",,"ERR770963",
"MGYA00004744","2.0","ERS667539","MGYS00000462","metagenomic",,"ERR771082",
"MGYA00004729","2.0","ERS667558","MGYS00000462","metagenomic",,"ERR771097",
"MGYA00034861","2.0","ERS819320","MGYS00000641","metagenomic",,"ERR986631",
"MGYA00004722","2.0","ERS667565","MGYS00000462","metagenomic",,"ERR771104",
"MGYA00005053","2.0","ERS490265","MGYS00000410","metagenomic",,"ERR599171",
"MGYA00012639","2.0","ERS1003599","MGYS00000588","metagenomic",,"ERR1163128",
"MGYA00005164","2.0","ERS488330","MGYS00000410","metagenomic",,"ERR599140",
"MGYA00050346","2.0","ERS1176156","MGYS00000991","metagenomic",,"ERR1424908",
"MGYA00012588","2.0","ERS1003599","MGYS00000588","metagenomic",,"ERR1163126",
"MGYA00046689","2.0","ERS689217","MGYS00000974","metagenomic",,"ERR833379",
"MGYA00046503","2.0","ERS689348","MGYS00000974","metagenomic",,"ERR833558",
"MGYA00046781","2.0","ERS689169","MGYS00000974","metagenomic",,"ERR833316",
"MGYA00034849","2.0","ERS819328","MGYS00000641","metagenomic",,"ERR986639",
"MGYA00005171","2.0","ERS493670","MGYS00000410","metagenomic",,"ERR599147",
"MGYA00004696","2.0","ERS667598","MGYS00000462","metagenomic",,"ERR770985",
"MGYA00046652","2.0","ERS689138","MGYS00000974","metagenomic",,"ERR833280",
"MGYA00005200","2.0","ERS488649","MGYS00000410","metagenomic",,"ERR598991",
"MGYA00046605","2.0","ERS689230","MGYS00000974","metagenomic",,"ERR833403",
"MGYA00046604","2.0","ERS689229","MGYS00000974","metagenomic",,"ERR833402",
"MGYA00046587","2.0","ERS689212","MGYS00000974","metagenomic",,"ERR833365",
"MGYA00004740","2.0","ERS667544","MGYS00000462","metagenomic",,"ERR771086",
"MGYA00046748","2.0","ERS689406","MGYS00000974","metagenomic",,"ERR833616",
"MGYA00046761","2.0","ERS689337","MGYS00000974","metagenomic",,"ERR833547",
"MGYA00011104","2.0","ERS399632","MGYS00000360","metagenomic",,"ERR420345",
"MGYA00046506","2.0","ERS689345","MGYS00000974","metagenomic",,"ERR833555",
"MGYA00005156","2.0","ERS490002","MGYS00000410","metagenomic",,"ERR599023",
"MGYA00028441","2.0","ERS1065431","MGYS00000615","metagenomic",,"ERR1278169",
"MGYA00010421","2.0","SRS190981","MGYS00000296","metagenomic",,"SRR192666",
"MGYA00012648","2.0","ERS1003593","MGYS00000588","metagenomic",,"ERR1163076",
"MGYA00005178","2.0","ERS492814","MGYS00000410","metagenomic",,"ERR599036",
"MGYA00004673","2.0","ERS667632","MGYS00000462","metagenomic",,"ERR771012",
"MGYA00005151","2.0","ERS488649","MGYS00000410","metagenomic",,"ERR598959",
"MGYA00046810","2.0","ERS689241","MGYS00000974","metagenomic",,"ERR833422",
"MGYA00046789","2.0","ERS689220","MGYS00000974","metagenomic",,"ERR833385",
"MGYA00005104","2.0","ERS493788","MGYS00000410","metagenomic",,"ERR599087",
"MGYA00046719","2.0","ERS689246","MGYS00000974","metagenomic",,"ERR833435",
"MGYA00004783","2.0","ERS667487","MGYS00000462","metagenomic",,"ERR771038",
"MGYA00012646","2.0","ERS1003593","MGYS00000588","metagenomic",,"ERR1163074",
"MGYA00046737","2.0","ERS689297","MGYS00000974","metagenomic",,"ERR833503",
"MGYA00050353","2.0","ERS1176149","MGYS00000991","metagenomic",,"ERR1424901",
"MGYA00011886","2.0","ERS905312","MGYS00000554","metagenomic",,"ERR1056333",
"MGYA00005062","2.0","ERS493098","MGYS00000410","metagenomic",,"ERR599032",
"MGYA00005656","2.0","ERS700852","MGYS00000474","metagenomic",,"ERR845265",
"MGYA00004742","2.0","ERS667541","MGYS00000462","metagenomic",,"ERR771084",
"MGYA00046575","2.0","ERS689359","MGYS00000974","metagenomic",,"ERR833569",
"MGYA00046753","2.0","ERS689255","MGYS00000974","metagenomic",,"ERR833451",
"MGYA00046717","2.0","ERS689247","MGYS00000974","metagenomic",,"ERR833437",
"MGYA00005048","2.0","ERS488346","MGYS00000410","metagenomic",,"ERR599073",
"MGYA00005218","2.0","ERS491740","MGYS00000410","metagenomic",,"ERR599042",
"MGYA00005050","2.0","ERS489087","MGYS00000410","metagenomic",,"ERR599075",
"MGYA00046527","2.0","ERS689178","MGYS00000974","metagenomic",,"ERR833325",
"MGYA00005254","2.0","ERS492778","MGYS00000410","metagenomic",,"ERR598998",
"MGYA00005192","2.0","ERS477979","MGYS00000410","metagenomic",,"ERR315858",
"MGYA00010580","2.0","ERS612886","MGYS00000447","metagenomic",,"ERR688353",
"MGYA00046715","2.0","ERS689243","MGYS00000974","metagenomic",,"ERR833431",
"MGYA00028450","2.0","ERS1065428","MGYS00000615","metagenomic",,"ERR1278166",
"MGYA00050338","2.0","ERS1173802","MGYS00000990","metagenomic",,"ERR1419290",
"MGYA00005117","2.0","ERS491980","MGYS00000410","metagenomic",,"ERR599132",
"MGYA00005108","2.0","ERS491001","MGYS00000410","metagenomic",,"ERR598945",
"MGYA00046584","2.0","ERS689207","MGYS00000974","metagenomic",,"ERR833360",
"MGYA00046539","2.0","ERS689226","MGYS00000974","metagenomic",,"ERR833394",
"MGYA00005175","2.0","ERS491044","MGYS00000410","metagenomic",,"ERR599090",
"MGYA00046834","2.0","ERS689258","MGYS00000974","metagenomic",,"ERR833455",
"MGYA00005184","2.0","ERS493670","MGYS00000410","metagenomic",,"ERR598987",
"MGYA00046812","2.0","ERS689203","MGYS00000974","metagenomic",,"ERR833356",
"MGYA00005179","2.0","ERS488936","MGYS00000410","metagenomic",,"ERR599037",
"MGYA00004739","2.0","ERS667548","MGYS00000462","metagenomic",,"ERR771087",
"MGYA00046495","2.0","ERS689396","MGYS00000974","metagenomic",,"ERR833606",
"MGYA00004674","2.0","ERS667630","MGYS00000462","metagenomic",,"ERR771011",
"MGYA00050339","2.0","ERS1173813","MGYS00000990","metagenomic",,"ERR1419301",
"MGYA00046596","2.0","ERS689287","MGYS00000974","metagenomic",,"ERR833490",
"MGYA00050350","2.0","ERS1176152","MGYS00000991","metagenomic",,"ERR1424904",
"MGYA00046785","2.0","ERS689218","MGYS00000974","metagenomic",,"ERR833381",
"MGYA00046686","2.0","ERS689373","MGYS00000974","metagenomic",,"ERR833583",
"MGYA00046511","2.0","ERS689342","MGYS00000974","metagenomic",,"ERR833552",
"MGYA00004693","2.0","ERS667601","MGYS00000462","metagenomic",,"ERR770989",
"MGYA00005101","2.0","ERS492814","MGYS00000410","metagenomic",,"ERR599080",
"MGYA00046629","2.0","ERS689328","MGYS00000974","metagenomic",,"ERR833535",
"MGYA00046831","2.0","ERS689255","MGYS00000974","metagenomic",,"ERR833450",
"MGYA00005128","2.0","ERS490542","MGYS00000410","metagenomic",,"ERR599010",
"MGYA00005126","2.0","ERS489877","MGYS00000410","metagenomic",,"ERR599012",
"MGYA00046765","2.0","ERS689262","MGYS00000974","metagenomic",,"ERR833460",
