Analysis,Pipeline version,Sample,MGnify ID,Experiment type,Assembly,ENA run,ENA WGS sequence set
MGYA00074579,3.0,ERS970371,MGYS00001225,metagenomic,,ERR1135395,
MGYA00074605,3.0,ERS970274,MGYS00001225,metagenomic,,ERR1135298,
MGYA00074560,3.0,ERS970435,MGYS00001225,metagenomic,,ERR1135754,
MGYA00070272,3.0,ERS606368,MGYS00001193,metagenomic,,ERR675578,
MGYA00074355,3.0,ERS970440,MGYS00001225,metagenomic,,ERR1135759,
MGYA00074448,3.0,ERS970253,MGYS00001225,metagenomic,,ERR1135277,
MGYA00074582,3.0,ERS970335,MGYS00001225,metagenomic,,ERR1135359,
MGYA00074740,3.0,ERS970155,MGYS00001225,metagenomic,,ERR1135179,
MGYA00074411,3.0,ERS970385,MGYS00001225,metagenomic,,ERR1135704,
MGYA00074608,3.0,ERS970169,MGYS00001225,metagenomic,,ERR1135193,
MGYA00133709,3.0,ERS1847621,MGYS00001912,metagenomic,,ERR2059968,
MGYA00074783,3.0,ERS970394,MGYS00001225,metagenomic,,ERR1135418,
MGYA00074292,3.0,ERS970432,MGYS00001225,metagenomic,,ERR1135456,
MGYA00074273,3.0,ERS970430,MGYS00001225,metagenomic,,ERR1135454,
MGYA00128235,3.0,ERS765171,MGYS00001786,metagenomic,,ERR1308128,
MGYA00074337,3.0,ERS970387,MGYS00001225,metagenomic,,ERR1135706,
MGYA00070427,3.0,ERS606300,MGYS00001193,metagenomic,,ERR675510,
MGYA00071535,3.0,ERS1338480,MGYS00001214,metagenomic,,ERR1614724,
MGYA00074367,3.0,ERS970409,MGYS00001225,metagenomic,,ERR1135433,
MGYA00070345,3.0,ERS606339,MGYS00001193,metagenomic,,ERR675549,
MGYA00103112,3.0,ERS1571334,MGYS00001559,metagenomic,,ERR1855553,
MGYA00094739,3.0,ERS1474383,MGYS00001380,metagenomic,,ERR1762111,
MGYA00074757,3.0,ERS970427,MGYS00001225,metagenomic,,ERR1135451,
MGYA00128310,3.0,ERS743128,MGYS00001787,metagenomic,,ERR906498,
MGYA00074345,3.0,ERS970324,MGYS00001225,metagenomic,,ERR1135348,
MGYA00094724,3.0,ERS1474394,MGYS00001380,metagenomic,,ERR1762081,
MGYA00128379,3.0,ERS743191,MGYS00001787,metagenomic,,ERR906561,
MGYA00074728,3.0,ERS970418,MGYS00001225,metagenomic,,ERR1135442,
MGYA00103105,3.0,ERS1571320,MGYS00001559,metagenomic,,ERR1855539,
MGYA00074246,3.0,ERS970345,MGYS00001225,metagenomic,,ERR1135369,
MGYA00074701,3.0,ERS970349,MGYS00001225,metagenomic,,ERR1135373,
MGYA00074470,3.0,ERS970263,MGYS00001225,metagenomic,,ERR1135287,
MGYA00094735,3.0,ERS1474385,MGYS00001380,metagenomic,,ERR1762118,
MGYA00071520,3.0,ERS1338482,MGYS00001214,metagenomic,,ERR1614716,
MGYA00128243,3.0,ERS765150,MGYS00001786,metagenomic,,ERR1308107,
MGYA00128301,3.0,ERS743187,MGYS00001787,metagenomic,,ERR906557,
MGYA00128561,3.0,ERS723652,MGYS00001796,metagenomic,,ERR878276,
MGYA00128541,3.0,ERS723666,MGYS00001796,metagenomic,,ERR878291,
MGYA00070550,3.0,ERS606380,MGYS00001193,metagenomic,,ERR675590,
MGYA00128304,3.0,ERS743181,MGYS00001787,metagenomic,,ERR906551,
MGYA00094743,3.0,ERS1474388,MGYS00001380,metagenomic,,ERR1762098,
MGYA00128337,3.0,ERS743155,MGYS00001787,metagenomic,,ERR906525,
MGYA00074596,3.0,ERS970406,MGYS00001225,metagenomic,,ERR1135430,
MGYA00074425,3.0,ERS970290,MGYS00001225,metagenomic,,ERR1135314,
MGYA00070211,3.0,ERS606333,MGYS00001193,metagenomic,,ERR675543,
MGYA00094741,3.0,ERS1474391,MGYS00001380,metagenomic,,ERR1762086,
MGYA00074363,3.0,ERS970161,MGYS00001225,metagenomic,,ERR1135185,
MGYA00070516,3.0,ERS606405,MGYS00001193,metagenomic,,ERR675619,
MGYA00074420,3.0,ERS970416,MGYS00001225,metagenomic,,ERR1135440,
MGYA00070548,3.0,ERS606386,MGYS00001193,metagenomic,,ERR675596,
