Analysis,Pipeline version,Sample,MGnify ID,Experiment type,Assembly,ENA run,ENA WGS sequence set
MGYA00087177,3.0,ERS1458871,MGYS00001336,metagenomic,,ERR1743279,
MGYA00069110,3.0,ERS1245391,MGYS00001177,metagenomic,,ERR1527246,
MGYA00085376,3.0,ERS1443841,MGYS00001105,metagenomic,,ERR1726990,
MGYA00069119,3.0,ERS1245397,MGYS00001177,metagenomic,,ERR1527267,
MGYA00097016,3.0,ERS1532240,MGYS00001443,metagenomic,,ERR1815064,
MGYA00107747,3.0,ERS783980,MGYS00001660,metagenomic,,ERR952451,
MGYA00087218,3.0,ERS1458874,MGYS00001336,metagenomic,,ERR1743282,
MGYA00087201,3.0,ERS1458935,MGYS00001336,metagenomic,,ERR1743343,
MGYA00087208,3.0,ERS1458915,MGYS00001336,metagenomic,,ERR1743323,
MGYA00099975,3.0,ERS1546685,MGYS00001504,metagenomic,,ERR1824222,
MGYA00087198,3.0,ERS1458902,MGYS00001336,metagenomic,,ERR1743310,
MGYA00100723,3.0,ERS1276020,MGYS00001520,metagenomic,,ERR1554593,
MGYA00087151,3.0,ERS1458912,MGYS00001336,metagenomic,,ERR1743320,
MGYA00100725,3.0,ERS1276019,MGYS00001520,metagenomic,,ERR1554592,
MGYA00087156,3.0,ERS1458925,MGYS00001336,metagenomic,,ERR1743333,
MGYA00087138,3.0,ERS1458966,MGYS00001336,metagenomic,,ERR1743374,
MGYA00085388,3.0,ERS1443825,MGYS00001105,metagenomic,,ERR1725853,
MGYA00069094,3.0,ERS1245390,MGYS00001177,metagenomic,,ERR1527241,
MGYA00069082,3.0,ERS1245399,MGYS00001177,metagenomic,,ERR1527275,
MGYA00087141,3.0,ERS1458905,MGYS00001336,metagenomic,,ERR1743313,
MGYA00087147,3.0,ERS1458890,MGYS00001336,metagenomic,,ERR1743298,
MGYA00069101,3.0,ERS1245401,MGYS00001177,metagenomic,,ERR1527285,
MGYA00087174,3.0,ERS1458894,MGYS00001336,metagenomic,,ERR1743302,
MGYA00105094,3.0,ERS956392,MGYS00001622,metagenomic,,ERR1121457,
MGYA00069075,3.0,ERS1245395,MGYS00001177,metagenomic,,ERR1527260,
MGYA00105090,3.0,ERS956390,MGYS00001622,metagenomic,,ERR1121455,
MGYA00069111,3.0,ERS1245400,MGYS00001177,metagenomic,,ERR1527280,
MGYA00087178,3.0,ERS1458926,MGYS00001336,metagenomic,,ERR1743334,
MGYA00087207,3.0,ERS1458901,MGYS00001336,metagenomic,,ERR1743309,
MGYA00069097,3.0,ERS1245392,MGYS00001177,metagenomic,,ERR1527249,
MGYA00087200,3.0,ERS1458952,MGYS00001336,metagenomic,,ERR1743360,
MGYA00085371,3.0,ERS1436509,MGYS00001105,metagenomic,,ERR1725642,
MGYA00069085,3.0,ERS1245396,MGYS00001177,metagenomic,,ERR1527266,
MGYA00087103,3.0,ERS1458896,MGYS00001336,metagenomic,,ERR1743304,
MGYA00087193,3.0,ERS1458983,MGYS00001336,metagenomic,,ERR1743391,
MGYA00085384,3.0,ERS1443842,MGYS00001105,metagenomic,,ERR1726991,
MGYA00069164,3.0,ERS1261396,MGYS00001179,metagenomic,,ERR1544007,
MGYA00087116,3.0,ERS1458968,MGYS00001336,metagenomic,,ERR1743376,
MGYA00087190,3.0,ERS1458931,MGYS00001336,metagenomic,,ERR1743339,
MGYA00087148,3.0,ERS1458921,MGYS00001336,metagenomic,,ERR1743329,
MGYA00087132,3.0,ERS1458885,MGYS00001336,metagenomic,,ERR1743293,
MGYA00069161,3.0,ERS1261398,MGYS00001179,metagenomic,,ERR1544009,
MGYA00069157,3.0,ERS1261403,MGYS00001179,metagenomic,,ERR1544444,
MGYA00087140,3.0,ERS1458920,MGYS00001336,metagenomic,,ERR1743328,
MGYA00123078,3.0,ERS1696842,MGYS00001736,metagenomic,,ERR1951258,
MGYA00085389,3.0,ERS1443742,MGYS00001105,metagenomic,,ERR1725848,
MGYA00069092,3.0,ERS1245400,MGYS00001177,metagenomic,,ERR1527281,
MGYA00105093,3.0,ERS956388,MGYS00001622,metagenomic,,ERR1121453,
MGYA00087127,3.0,ERS1458908,MGYS00001336,metagenomic,,ERR1743316,
MGYA00069090,3.0,ERS1245394,MGYS00001177,metagenomic,,ERR1527258,
