Analysis,Pipeline version,Sample,MGnify ID,Experiment type,Assembly,ENA run,ENA WGS sequence set
MGYA00046517,2.0,ERS689235,MGYS00000974,metagenomic,,ERR833411,
MGYA00046767,2.0,ERS689263,MGYS00000974,metagenomic,,ERR833462,
MGYA00046827,2.0,ERS689308,MGYS00000974,metagenomic,,ERR833515,
MGYA00046814,2.0,ERS689201,MGYS00000974,metagenomic,,ERR833354,
MGYA00046749,2.0,ERS689405,MGYS00000974,metagenomic,,ERR833615,
MGYA00046609,2.0,ERS689233,MGYS00000974,metagenomic,,ERR833409,
MGYA00046795,2.0,ERS689253,MGYS00000974,metagenomic,,ERR833448,
MGYA00046555,2.0,ERS689380,MGYS00000974,metagenomic,,ERR833590,
MGYA00046588,2.0,ERS689211,MGYS00000974,metagenomic,,ERR833364,
MGYA00046623,2.0,ERS689326,MGYS00000974,metagenomic,,ERR833533,
MGYA00046630,2.0,ERS689154,MGYS00000974,metagenomic,,ERR833297,
MGYA00046612,2.0,ERS689185,MGYS00000974,metagenomic,,ERR833332,
MGYA00046570,2.0,ERS689352,MGYS00000974,metagenomic,,ERR833562,
MGYA00046734,2.0,ERS689300,MGYS00000974,metagenomic,,ERR833506,
MGYA00046819,2.0,ERS689201,MGYS00000974,metagenomic,,ERR833351,
MGYA00046816,2.0,ERS689201,MGYS00000974,metagenomic,,ERR833352,
MGYA00046750,2.0,ERS689404,MGYS00000974,metagenomic,,ERR833614,
MGYA00046756,2.0,ERS689338,MGYS00000974,metagenomic,,ERR833548,
MGYA00046586,2.0,ERS689213,MGYS00000974,metagenomic,,ERR833366,
MGYA00046817,2.0,ERS689201,MGYS00000974,metagenomic,,ERR833353,
MGYA00046837,2.0,ERS689259,MGYS00000974,metagenomic,,ERR833456,
MGYA00046514,2.0,ERS689236,MGYS00000974,metagenomic,,ERR833414,
MGYA00046820,2.0,ERS689205,MGYS00000974,metagenomic,,ERR833358,
MGYA00046744,2.0,ERS689403,MGYS00000974,metagenomic,,ERR833613,
MGYA00046682,2.0,ERS689160,MGYS00000974,metagenomic,,ERR833305,
MGYA00046504,2.0,ERS689349,MGYS00000974,metagenomic,,ERR833559,
MGYA00046704,2.0,ERS689284,MGYS00000974,metagenomic,,ERR833484,
MGYA00046782,2.0,ERS689170,MGYS00000974,metagenomic,,ERR833317,
MGYA00046585,2.0,ERS689214,MGYS00000974,metagenomic,,ERR833367,
MGYA00046513,2.0,ERS689237,MGYS00000974,metagenomic,,ERR833415,
MGYA00046519,2.0,ERS689236,MGYS00000974,metagenomic,,ERR833413,
MGYA00046629,2.0,ERS689328,MGYS00000974,metagenomic,,ERR833535,
MGYA00046733,2.0,ERS689301,MGYS00000974,metagenomic,,ERR833507,
MGYA00046636,2.0,ERS689148,MGYS00000974,metagenomic,,ERR833291,
MGYA00046581,2.0,ERS689210,MGYS00000974,metagenomic,,ERR833363,
MGYA00046685,2.0,ERS689161,MGYS00000974,metagenomic,,ERR833306,
MGYA00046667,2.0,ERS689279,MGYS00000974,metagenomic,,ERR833478,
MGYA00046620,2.0,ERS689329,MGYS00000974,metagenomic,,ERR833538,
